elapsed time,timestamp,topic,value
46.601104655,1772638189.813078972,/qpos.qpos[11],-0.16415836224293268
46.622987259,1772638189.834961576,/qpos.qpos[11],-0.16415571632785575
46.644963761,1772638189.856938078,/qpos.qpos[11],-0.16415456399332345
46.66638653,1772638189.878360847,/qpos.qpos[11],-0.1641557933002902
46.688796974,1772638189.900771291,/qpos.qpos[11],-0.16416002535650792
46.710414446,1772638189.922388763,/qpos.qpos[11],-0.16416675106546136
46.732930329,1772638189.944904646,/qpos.qpos[11],-0.16417419429409802
46.754859109,1772638189.966833426,/qpos.qpos[11],-0.1641803875220394
46.776311313,1772638189.988285630,/qpos.qpos[11],-0.1641841408593054
46.797568306,1772638190.009542623,/qpos.qpos[11],-0.16418629201815818
46.820570989,1772638190.032545306,/qpos.qpos[11],-0.16418843834446345
46.842137167,1772638190.054111484,/qpos.qpos[11],-0.16419141190630487
